Record_ID,Year,Month,Quarter,Model,Variant,Category,List_Price,Promo_Discount_Percent,Promo_Price,Available_Stock,Avg_Daily_Sales,Days_of_Supply,Stock_Status,Import_Cost,Profit_Margin
840,2024,1,Q1,Yaris,Y,Hatchback,61528,10,55375,30,1,30,Balanced,33840,27687
841,2024,1,Q1,Yaris,Y+,Hatchback,66450,0,66450,59,2,29,Balanced,36547,29902
842,2024,1,Q1,Yaris,GL,Hatchback,71372,0,71372,45,1,45,Full,39254,32117
843,2024,1,Q1,Avalon,XLE,Sedan,153820,5,146129,75,1,75,Full,84601,69219
844,2024,1,Q1,Avalon,Limited,Sedan,166126,10,149513,73,3,24,Balanced,91369,74756
845,2024,1,Q1,Avalon,Touring,Sedan,178432,0,178432,37,1,37,Balanced,98137,80294
846,2024,1,Q1,C-HR,LE,SUV,97596,0,97596,34,1,34,Balanced,53677,43918
847,2024,1,Q1,C-HR,XLE,SUV,105404,15,89593,23,1,23,Balanced,57972,47431
848,2024,1,Q1,Supra,2.0,Sports,297033,0,297033,58,2,29,Balanced,163368,133664
849,2024,1,Q1,Supra,3.0,Sports,320796,0,320796,72,2,36,Balanced,176437,144358
850,2024,1,Q1,Supra,A91 Edition,Sports,344558,0,344558,31,1,31,Balanced,189506,155051
851,2024,2,Q1,Camry,LE,Sedan,108290,3,105041,7,1,7,Low,59559,48730
852,2024,2,Q1,Camry,SE,Sedan,116953,0,116953,64,1,64,Full,64324,52628
853,2024,2,Q1,Camry,XLE,Sedan,125616,5,119335,38,1,38,Balanced,69088,56527
854,2024,2,Q1,Camry,Hybrid LE,Sedan,134279,0,134279,67,2,33,Balanced,73853,60425
855,2024,2,Q1,Camry,Hybrid XLE,Sedan,142942,0,142942,54,1,54,Full,78618,64323
856,2024,2,Q1,Corolla,XLI,Sedan,82810,10,74529,51,2,25,Balanced,45545,37264
857,2024,2,Q1,Corolla,GLI,Sedan,89434,15,76018,57,1,57,Full,49188,40245
858,2024,2,Q1,Corolla,SE,Sedan,96059,5,91256,23,1,23,Balanced,52832,43226
859,2024,2,Q1,Corolla,Hybrid,Sedan,102684,3,99603,40,2,20,Balanced,56476,46207
860,2024,2,Q1,Land Cruiser,GX,SUV,244183,0,244183,56,1,56,Full,134300,109882
861,2024,2,Q1,Land Cruiser,VX,SUV,263718,0,263718,66,1,66,Full,145044,118673
862,2024,2,Q1,Land Cruiser,VXR,SUV,283252,0,283252,53,1,53,Full,155788,127463
863,2024,2,Q1,Land Cruiser,GR Sport,SUV,302787,10,272508,109,2,54,Full,166532,136254
864,2024,2,Q1,RAV4,LE,SUV,111475,10,100327,37,1,37,Balanced,61311,50163
865,2024,2,Q1,RAV4,XLE,SUV,120393,0,120393,83,3,27,Balanced,66216,54176
866,2024,2,Q1,RAV4,Adventure,SUV,129311,15,109914,58,1,58,Full,71121,58189
867,2024,2,Q1,RAV4,Hybrid,SUV,138229,3,134082,43,1,43,Balanced,76025,62203
868,2024,2,Q1,Hilux,GL,Pickup,90241,5,85728,48,1,48,Full,49632,40608
869,2024,2,Q1,Hilux,SR5,Pickup,97461,3,94537,42,2,21,Balanced,53603,43857
870,2024,2,Q1,Hilux,TRD,Pickup,104680,15,88978,94,4,23,Balanced,57574,47106
871,2024,2,Q1,Fortuner,GX,SUV,143325,3,139025,5,1,5,Low,78828,64496
872,2024,2,Q1,Fortuner,VX,SUV,154791,3,150147,81,3,27,Balanced,85135,69655
873,2024,2,Q1,Fortuner,TRD Sportivo,SUV,166257,0,166257,63,1,63,Full,91441,74815
874,2024,2,Q1,Yaris,Y,Hatchback,61576,0,61576,18,1,18,Balanced,33866,27709
875,2024,2,Q1,Yaris,Y+,Hatchback,66502,15,56526,35,1,35,Balanced,36576,29925
876,2024,2,Q1,Yaris,GL,Hatchback,71428,3,69285,55,2,27,Balanced,39285,32142
877,2024,2,Q1,Avalon,XLE,Sedan,153941,10,138546,17,1,17,Balanced,84667,69273
878,2024,2,Q1,Avalon,Limited,Sedan,166257,5,157944,45,1,45,Full,91441,74815
879,2024,2,Q1,Avalon,Touring,Sedan,178572,0,178572,84,2,42,Balanced,98214,80357
880,2024,2,Q1,C-HR,LE,SUV,97673,0,97673,19,1,19,Balanced,53720,43952
881,2024,2,Q1,C-HR,XLE,SUV,105487,0,105487,86,2,43,Balanced,58017,47469
882,2024,2,Q1,Supra,2.0,Sports,297266,0,297266,62,1,62,Full,163496,133769
883,2024,2,Q1,Supra,3.0,Sports,321048,7,298574,44,1,44,Balanced,176576,144471
884,2024,2,Q1,Supra,A91 Edition,Sports,344829,5,327587,20,1,20,Balanced,189655,155173
885,2024,3,Q1,Camry,LE,Sedan,108375,5,102956,63,1,63,Full,59606,48768
886,2024,3,Q1,Camry,SE,Sedan,117045,0,117045,59,3,19,Balanced,64374,52670
887,2024,3,Q1,Camry,XLE,Sedan,125715,0,125715,80,2,40,Balanced,69143,56571
888,2024,3,Q1,Camry,Hybrid LE,Sedan,134385,5,127665,36,1,36,Balanced,73911,60473
889,2024,3,Q1,Camry,Hybrid XLE,Sedan,143055,0,143055,12,1,12,Low,78680,64374
890,2024,3,Q1,Corolla,XLI,Sedan,82875,3,80388,60,1,60,Full,45581,37293
891,2024,3,Q1,Corolla,GLI,Sedan,89505,5,85029,50,1,50,Full,49227,40277
892,2024,3,Q1,Corolla,SE,Sedan,96135,0,96135,66,2,33,Balanced,52874,43260
893,2024,3,Q1,Corolla,Hybrid,Sedan,102765,0,102765,102,2,51,Full,56520,46244
894,2024,3,Q1,Land Cruiser,GX,SUV,244375,10,219937,40,1,40,Balanced,134406,109968
895,2024,3,Q1,Land Cruiser,VX,SUV,263925,10,237532,24,1,24,Balanced,145158,118766
896,2024,3,Q1,Land Cruiser,VXR,SUV,283475,15,240953,85,3,28,Balanced,155911,127563
897,2024,3,Q1,Land Cruiser,GR Sport,SUV,303025,0,303025,32,1,32,Balanced,166663,136361
898,2024,3,Q1,RAV4,LE,SUV,111562,15,94827,33,1,33,Balanced,61359,50202
899,2024,3,Q1,RAV4,XLE,SUV,120487,0,120487,68,2,34,Balanced,66267,54219
900,2024,3,Q1,RAV4,Adventure,SUV,129412,0,129412,34,1,34,Balanced,71176,58235
901,2024,3,Q1,RAV4,Hybrid,SUV,138337,15,117586,67,2,33,Balanced,76085,62251
902,2024,3,Q1,Hilux,GL,Pickup,90312,10,81280,25,1,25,Balanced,49671,40640
903,2024,3,Q1,Hilux,SR5,Pickup,97537,0,97537,85,3,28,Balanced,53645,43891
904,2024,3,Q1,Hilux,TRD,Pickup,104762,0,104762,74,4,18,Balanced,57619,47142
905,2024,3,Q1,Fortuner,GX,SUV,143437,0,143437,35,1,35,Balanced,78890,64546
906,2024,3,Q1,Fortuner,VX,SUV,154912,3,150264,29,1,29,Balanced,85201,69710
907,2024,3,Q1,Fortuner,TRD Sportivo,SUV,166387,3,161395,51,1,51,Full,91512,74874
908,2024,3,Q1,Yaris,Y,Hatchback,61625,0,61625,59,2,29,Balanced,33893,27731
909,2024,3,Q1,Yaris,Y+,Hatchback,66555,10,59899,67,3,22,Balanced,36605,29949
910,2024,3,Q1,Yaris,GL,Hatchback,71485,10,64336,19,1,19,Balanced,39316,32168
911,2024,3,Q1,Avalon,XLE,Sedan,154062,5,146358,31,1,31,Balanced,84734,69327
912,2024,3,Q1,Avalon,Limited,Sedan,166387,0,166387,47,1,47,Full,91512,74874
913,2024,3,Q1,Avalon,Touring,Sedan,178712,0,178712,47,1,47,Full,98291,80420
914,2024,3,Q1,C-HR,LE,SUV,97750,5,92862,74,1,74,Full,53762,43987
915,2024,3,Q1,C-HR,XLE,SUV,105570,3,102402,52,1,52,Full,58063,47506
916,2024,3,Q1,Supra,2.0,Sports,297500,0,297500,50,1,50,Full,163625,133875
917,2024,3,Q1,Supra,3.0,Sports,321300,7,298809,76,2,38,Balanced,176715,144585
918,2024,3,Q1,Supra,A91 Edition,Sports,345100,15,293335,48,2,24,Balanced,189805,155295
919,2024,4,Q2,Camry,LE,Sedan,108459,0,108459,43,2,21,Balanced,59652,48806
920,2024,4,Q2,Camry,SE,Sedan,117136,0,117136,23,1,23,Balanced,64424,52711
921,2024,4,Q2,Camry,XLE,Sedan,125813,3,122038,23,1,23,Balanced,69197,56615
922,2024,4,Q2,Camry,Hybrid LE,Sedan,134490,0,134490,42,2,21,Balanced,73969,60520
923,2024,4,Q2,Camry,Hybrid XLE,Sedan,143167,5,136008,79,3,26,Balanced,78741,64425
924,2024,4,Q2,Corolla,XLI,Sedan,82940,5,78793,58,2,29,Balanced,45617,37323
925,2024,4,Q2,Corolla,GLI,Sedan,89575,0,89575,12,1,12,Low,49266,40308
926,2024,4,Q2,Corolla,SE,Sedan,96210,3,93323,41,2,20,Balanced,52915,43294
927,2024,4,Q2,Corolla,Hybrid,Sedan,102845,3,99759,53,2,26,Balanced,56564,46280
928,2024,4,Q2,Land Cruiser,GX,SUV,244566,5,232337,40,1,40,Balanced,134511,110054
929,2024,4,Q2,Land Cruiser,VX,SUV,264132,5,250925,58,2,29,Balanced,145272,118859
930,2024,4,Q2,Land Cruiser,VXR,SUV,283697,0,283697,47,1,47,Full,156033,127663
931,2024,4,Q2,Land Cruiser,GR Sport,SUV,303262,0,303262,46,1,46,Full,166794,136467
932,2024,4,Q2,RAV4,LE,SUV,111649,0,111649,24,1,24,Balanced,61406,50242
933,2024,4,Q2,RAV4,XLE,SUV,120581,7,112140,60,2,30,Balanced,66319,54261
934,2024,4,Q2,RAV4,Adventure,SUV,129513,10,116561,53,1,53,Full,71232,58280
935,2024,4,Q2,RAV4,Hybrid,SUV,138446,5,131523,56,2,28,Balanced,76145,62300
936,2024,4,Q2,Hilux,GL,Pickup,90383,15,76825,54,1,54,Full,49710,40672
937,2024,4,Q2,Hilux,SR5,Pickup,97613,3,94684,69,4,17,Balanced,53687,43925
938,2024,4,Q2,Hilux,TRD,Pickup,104844,3,101698,60,2,30,Balanced,57664,47179
939,2024,4,Q2,Fortuner,GX,SUV,143550,10,129195,76,2,38,Balanced,78952,64597
940,2024,4,Q2,Fortuner,VX,SUV,155034,15,131778,14,1,14,Low,85268,69765
941,2024,4,Q2,Fortuner,TRD Sportivo,SUV,166518,0,166518,81,4,20,Balanced,91584,74933
942,2024,4,Q2,Yaris,Y,Hatchback,61673,3,59822,76,4,19,Balanced,33920,27752
943,2024,4,Q2,Yaris,Y+,Hatchback,66607,0,66607,20,1,20,Balanced,36633,29973
944,2024,4,Q2,Yaris,GL,Hatchback,71541,0,71541,68,1,68,Full,39347,32193
945,2024,4,Q2,Avalon,XLE,Sedan,154183,0,154183,26,1,26,Balanced,84800,69382
946,2024,4,Q2,Avalon,Limited,Sedan,166518,15,141540,45,1,45,Full,91584,74933
947,2024,4,Q2,Avalon,Touring,Sedan,178852,0,178852,67,1,67,Full,98368,80483
948,2024,4,Q2,C-HR,LE,SUV,97826,5,92934,5,1,5,Low,53804,44021
949,2024,4,Q2,C-HR,XLE,SUV,105652,10,95086,81,1,81,Full,58108,47543
950,2024,4,Q2,Supra,2.0,Sports,297733,10,267959,54,2,27,Balanced,163753,133979
951,2024,4,Q2,Supra,3.0,Sports,321552,5,305474,44,2,22,Balanced,176853,144698
952,2024,4,Q2,Supra,A91 Edition,Sports,345370,5,328101,59,1,59,Full,189953,155416
953,2024,5,Q2,Camry,LE,Sedan,108545,10,97690,44,2,22,Balanced,59699,48845
954,2024,5,Q2,Camry,SE,Sedan,117228,15,99643,51,2,25,Balanced,64475,52752
955,2024,5,Q2,Camry,XLE,Sedan,125912,7,117098,59,1,59,Full,69251,56660
956,2024,5,Q2,Camry,Hybrid LE,Sedan,134595,7,125173,46,1,46,Full,74027,60567
957,2024,5,Q2,Camry,Hybrid XLE,Sedan,143279,15,121787,40,1,40,Balanced,78803,64475
958,2024,5,Q2,Corolla,XLI,Sedan,83005,7,77194,37,1,37,Balanced,45652,37352
959,2024,5,Q2,Corolla,GLI,Sedan,89645,7,83369,42,2,21,Balanced,49304,40340
960,2024,5,Q2,Corolla,SE,Sedan,96285,10,86656,29,1,29,Balanced,52956,43328
961,2024,5,Q2,Corolla,Hybrid,Sedan,102926,10,92633,51,1,51,Full,56609,46316
962,2024,5,Q2,Land Cruiser,GX,SUV,244758,0,244758,57,3,19,Balanced,134616,110141
963,2024,5,Q2,Land Cruiser,VX,SUV,264339,3,256408,44,1,44,Balanced,145386,118952
964,2024,5,Q2,Land Cruiser,VXR,SUV,283919,0,283919,69,2,34,Balanced,156155,127763
965,2024,5,Q2,Land Cruiser,GR Sport,SUV,303500,0,303500,19,1,19,Balanced,166925,136575
966,2024,5,Q2,RAV4,LE,SUV,111737,0,111737,45,2,22,Balanced,61455,50281
967,2024,5,Q2,RAV4,XLE,SUV,120676,0,120676,41,2,20,Balanced,66371,54304
968,2024,5,Q2,RAV4,Adventure,SUV,129615,0,129615,61,3,20,Balanced,71288,58326
969,2024,5,Q2,RAV4,Hybrid,SUV,138554,10,124698,57,1,57,Full,76204,62349
970,2024,5,Q2,Hilux,GL,Pickup,90454,0,90454,50,2,25,Balanced,49749,40704
971,2024,5,Q2,Hilux,SR5,Pickup,97690,7,90851,42,1,42,Balanced,53729,43960
972,2024,5,Q2,Hilux,TRD,Pickup,104926,10,94433,5,1,5,Low,57709,47216
973,2024,5,Q2,Fortuner,GX,SUV,143662,5,136478,72,2,36,Balanced,79014,64647
974,2024,5,Q2,Fortuner,VX,SUV,155155,0,155155,57,1,57,Full,85335,69819
975,2024,5,Q2,Fortuner,TRD Sportivo,SUV,166648,0,166648,80,2,40,Balanced,91656,74991
976,2024,5,Q2,Yaris,Y,Hatchback,61721,3,59869,64,2,32,Balanced,33946,27774
977,2024,5,Q2,Yaris,Y+,Hatchback,66659,0,66659,70,2,35,Balanced,36662,29996
978,2024,5,Q2,Yaris,GL,Hatchback,71597,5,68017,16,1,16,Balanced,39378,32218
979,2024,5,Q2,Avalon,XLE,Sedan,154304,10,138873,65,2,32,Balanced,84867,69436
980,2024,5,Q2,Avalon,Limited,Sedan,166648,7,154982,25,1,25,Balanced,91656,74991
981,2024,5,Q2,Avalon,Touring,Sedan,178992,15,152143,63,2,31,Balanced,98445,80546
982,2024,5,Q2,C-HR,LE,SUV,97903,0,97903,89,5,17,Balanced,53846,44056
983,2024,5,Q2,C-HR,XLE,SUV,105735,5,100448,44,1,44,Balanced,58154,47580
984,2024,5,Q2,Supra,2.0,Sports,297966,10,268169,45,1,45,Full,163881,134084
985,2024,5,Q2,Supra,3.0,Sports,321804,7,299277,60,2,30,Balanced,176992,144811
986,2024,5,Q2,Supra,A91 Edition,Sports,345641,3,335271,70,1,70,Full,190102,155538
987,2024,6,Q2,Camry,LE,Sedan,108630,5,103198,23,1,23,Balanced,59746,48883
988,2024,6,Q2,Camry,SE,Sedan,117320,0,117320,41,1,41,Balanced,64526,52794
989,2024,6,Q2,Camry,XLE,Sedan,126010,3,122229,59,1,59,Full,69305,56704
990,2024,6,Q2,Camry,Hybrid LE,Sedan,134701,7,125271,64,3,21,Balanced,74085,60615
991,2024,6,Q2,Camry,Hybrid XLE,Sedan,143391,5,136221,57,3,19,Balanced,78865,64525
992,2024,6,Q2,Corolla,XLI,Sedan,83070,0,83070,24,1,24,Balanced,45688,37381
993,2024,6,Q2,Corolla,GLI,Sedan,89715,0,89715,44,1,44,Balanced,49343,40371
994,2024,6,Q2,Corolla,SE,Sedan,96361,5,91542,39,1,39,Balanced,52998,43362
995,2024,6,Q2,Corolla,Hybrid,Sedan,103006,0,103006,38,1,38,Balanced,56653,46352
996,2024,6,Q2,Land Cruiser,GX,SUV,244950,10,220455,16,1,16,Balanced,134722,110227
997,2024,6,Q2,Land Cruiser,VX,SUV,264546,3,256609,22,1,22,Balanced,145500,119045
998,2024,6,Q2,Land Cruiser,VXR,SUV,284142,10,255727,30,1,30,Balanced,156278,127863
999,2024,6,Q2,Land Cruiser,GR Sport,SUV,303738,0,303738,32,1,32,Balanced,167055,136682
1000,2024,6,Q2,RAV4,LE,SUV,111825,10,100642,53,1,53,Full,61503,50321
1001,2024,6,Q2,RAV4,XLE,SUV,120771,5,114732,66,2,33,Balanced,66424,54346
1002,2024,6,Q2,RAV4,Adventure,SUV,129717,3,125825,39,1,39,Balanced,71344,58372
1003,2024,6,Q2,RAV4,Hybrid,SUV,138663,0,138663,43,1,43,Balanced,76264,62398
1004,2024,6,Q2,Hilux,GL,Pickup,90525,10,81472,46,2,23,Balanced,49788,40736
1005,2024,6,Q2,Hilux,SR5,Pickup,97767,5,92878,40,1,40,Balanced,53771,43995
1006,2024,6,Q2,Hilux,TRD,Pickup,105009,15,89257,43,1,43,Balanced,57754,47254
1007,2024,6,Q2,Fortuner,GX,SUV,143775,0,143775,58,2,29,Balanced,79076,64698
1008,2024,6,Q2,Fortuner,VX,SUV,155277,0,155277,42,1,42,Balanced,85402,69874
1009,2024,6,Q2,Fortuner,TRD Sportivo,SUV,166779,5,158440,44,2,22,Balanced,91728,75050
1010,2024,6,Q2,Yaris,Y,Hatchback,61770,5,58681,41,1,41,Balanced,33973,27796
1011,2024,6,Q2,Yaris,Y+,Hatchback,66711,7,62041,41,1,41,Balanced,36691,30019
1012,2024,6,Q2,Yaris,GL,Hatchback,71653,0,71653,47,1,47,Full,39409,32243
1013,2024,6,Q2,Avalon,XLE,Sedan,154425,0,154425,51,1,51,Full,84933,69491
1014,2024,6,Q2,Avalon,Limited,Sedan,166779,7,155104,49,1,49,Full,91728,75050
1015,2024,6,Q2,Avalon,Touring,Sedan,179133,0,179133,74,2,37,Balanced,98523,80609
1016,2024,6,Q2,C-HR,LE,SUV,97980,0,97980,31,1,31,Balanced,53889,44091
1017,2024,6,Q2,C-HR,XLE,SUV,105818,0,105818,33,1,33,Balanced,58199,47618
1018,2024,6,Q2,Supra,2.0,Sports,298200,10,268380,48,1,48,Full,164010,134190
1019,2024,6,Q2,Supra,3.0,Sports,322056,10,289850,54,1,54,Full,177130,144925
1020,2024,6,Q2,Supra,A91 Edition,Sports,345912,5,328616,49,2,24,Balanced,190251,155660
1021,2024,7,Q3,Camry,LE,Sedan,108715,15,92407,27,1,27,Balanced,59793,48921
1022,2024,7,Q3,Camry,SE,Sedan,117412,15,99800,34,1,34,Balanced,64576,52835
1023,2024,7,Q3,Camry,XLE,Sedan,126109,3,122325,56,1,56,Full,69359,56749
1024,2024,7,Q3,Camry,Hybrid LE,Sedan,134806,3,130761,29,1,29,Balanced,74143,60662
1025,2024,7,Q3,Camry,Hybrid XLE,Sedan,143503,10,129152,52,1,52,Full,78926,64576
1026,2024,7,Q3,Corolla,XLI,Sedan,83135,5,78978,73,2,36,Balanced,45724,37410
1027,2024,7,Q3,Corolla,GLI,Sedan,89785,15,76317,26,1,26,Balanced,49381,40403
1028,2024,7,Q3,Corolla,SE,Sedan,96436,15,81970,18,1,18,Balanced,53039,43396
1029,2024,7,Q3,Corolla,Hybrid,Sedan,103087,0,103087,38,1,38,Balanced,56697,46389
1030,2024,7,Q3,Land Cruiser,GX,SUV,245141,0,245141,44,1,44,Balanced,134827,110313
1031,2024,7,Q3,Land Cruiser,VX,SUV,264753,10,238277,61,1,61,Full,145614,119138
1032,2024,7,Q3,Land Cruiser,VXR,SUV,284364,15,241709,28,1,28,Balanced,156400,127963
1033,2024,7,Q3,Land Cruiser,GR Sport,SUV,303975,5,288776,50,1,50,Full,167186,136788
1034,2024,7,Q3,RAV4,LE,SUV,111912,10,100720,54,1,54,Full,61551,50360
1035,2024,7,Q3,RAV4,XLE,SUV,120865,15,102735,48,1,48,Full,66475,54389
1036,2024,7,Q3,RAV4,Adventure,SUV,129818,15,110345,27,1,27,Balanced,71399,58418
1037,2024,7,Q3,RAV4,Hybrid,SUV,138771,7,129057,27,1,27,Balanced,76324,62446
1038,2024,7,Q3,Hilux,GL,Pickup,90595,5,86065,57,1,57,Full,49827,40767
1039,2024,7,Q3,Hilux,SR5,Pickup,97843,7,90993,16,1,16,Balanced,53813,44029
1040,2024,7,Q3,Hilux,TRD,Pickup,105091,7,97734,74,2,37,Balanced,57800,47290
1041,2024,7,Q3,Fortuner,GX,SUV,143887,0,143887,71,3,23,Balanced,79137,64749
1042,2024,7,Q3,Fortuner,VX,SUV,155398,3,150736,84,2,42,Balanced,85468,69929
1043,2024,7,Q3,Fortuner,TRD Sportivo,SUV,166909,3,161901,78,5,15,Balanced,91799,75109
1044,2024,7,Q3,Yaris,Y,Hatchback,61818,3,59963,55,1,55,Full,33999,27818
1045,2024,7,Q3,Yaris,Y+,Hatchback,66763,15,56748,24,1,24,Balanced,36719,30043
1046,2024,7,Q3,Yaris,GL,Hatchback,71709,0,71709,54,1,54,Full,39439,32269
1047,2024,7,Q3,Avalon,XLE,Sedan,154545,0,154545,71,3,23,Balanced,84999,69545
1048,2024,7,Q3,Avalon,Limited,Sedan,166909,7,155225,8,1,8,Low,91799,75109
1049,2024,7,Q3,Avalon,Touring,Sedan,179273,0,179273,71,3,23,Balanced,98600,80672
1050,2024,7,Q3,C-HR,LE,SUV,98056,10,88250,55,1,55,Full,53930,44125
1051,2024,7,Q3,C-HR,XLE,SUV,105901,0,105901,39,1,39,Balanced,58245,47655
1052,2024,7,Q3,Supra,2.0,Sports,298433,0,298433,73,2,36,Balanced,164138,134294
1053,2024,7,Q3,Supra,3.0,Sports,322308,5,306192,36,1,36,Balanced,177269,145038
1054,2024,7,Q3,Supra,A91 Edition,Sports,346182,10,311563,21,1,21,Balanced,190400,155781
1055,2024,8,Q3,Camry,LE,Sedan,108800,10,97920,57,2,28,Balanced,59840,48960
1056,2024,8,Q3,Camry,SE,Sedan,117504,10,105753,53,1,53,Full,64627,52876
1057,2024,8,Q3,Camry,XLE,Sedan,126208,3,122421,42,1,42,Balanced,69414,56793
1058,2024,8,Q3,Camry,Hybrid LE,Sedan,134912,0,134912,71,1,71,Full,74201,60710
1059,2024,8,Q3,Camry,Hybrid XLE,Sedan,143616,0,143616,48,2,24,Balanced,78988,64627
1060,2024,8,Q3,Corolla,XLI,Sedan,83200,3,80704,89,3,29,Balanced,45760,37440
1061,2024,8,Q3,Corolla,GLI,Sedan,89856,0,89856,41,1,41,Balanced,49420,40435
1062,2024,8,Q3,Corolla,SE,Sedan,96512,0,96512,77,4,19,Balanced,53081,43430
1063,2024,8,Q3,Corolla,Hybrid,Sedan,103168,15,87692,65,3,21,Balanced,56742,46425
1064,2024,8,Q3,Land Cruiser,GX,SUV,245333,3,237973,23,1,23,Balanced,134933,110399
1065,2024,8,Q3,Land Cruiser,VX,SUV,264960,3,257011,54,1,54,Full,145728,119232
1066,2024,8,Q3,Land Cruiser,VXR,SUV,284586,3,276048,63,2,31,Balanced,156522,128063
1067,2024,8,Q3,Land Cruiser,GR Sport,SUV,304213,5,289002,37,2,18,Balanced,167317,136895
1068,2024,8,Q3,RAV4,LE,SUV,112000,5,106400,35,1,35,Balanced,61600,50400
1069,2024,8,Q3,RAV4,XLE,SUV,120960,0,120960,48,1,48,Full,66528,54432
1070,2024,8,Q3,RAV4,Adventure,SUV,129920,15,110432,59,1,59,Full,71456,58464
1071,2024,8,Q3,RAV4,Hybrid,SUV,138880,5,131936,30,1,30,Balanced,76384,62496
1072,2024,8,Q3,Hilux,GL,Pickup,90666,10,81599,41,1,41,Balanced,49866,40799
1073,2024,8,Q3,Hilux,SR5,Pickup,97920,0,97920,49,1,49,Full,53856,44064
1074,2024,8,Q3,Hilux,TRD,Pickup,105173,10,94655,78,2,39,Balanced,57845,47327
1075,2024,8,Q3,Fortuner,GX,SUV,144000,3,139680,51,2,25,Balanced,79200,64800
1076,2024,8,Q3,Fortuner,VX,SUV,155520,0,155520,38,1,38,Balanced,85536,69984
1077,2024,8,Q3,Fortuner,TRD Sportivo,SUV,167040,15,141984,30,1,30,Balanced,91872,75168
1078,2024,8,Q3,Yaris,Y,Hatchback,61866,15,52586,91,3,30,Balanced,34026,27839
1079,2024,8,Q3,Yaris,Y+,Hatchback,66816,0,66816,68,2,34,Balanced,36748,30067
1080,2024,8,Q3,Yaris,GL,Hatchback,71765,0,71765,105,4,26,Balanced,39470,32294
1081,2024,8,Q3,Avalon,XLE,Sedan,154666,10,139199,72,2,36,Balanced,85066,69599
1082,2024,8,Q3,Avalon,Limited,Sedan,167040,0,167040,37,1,37,Balanced,91872,75168
1083,2024,8,Q3,Avalon,Touring,Sedan,179413,3,174030,79,4,19,Balanced,98677,80735
1084,2024,8,Q3,C-HR,LE,SUV,98133,5,93226,14,1,14,Low,53973,44159
1085,2024,8,Q3,C-HR,XLE,SUV,105984,10,95385,23,1,23,Balanced,58291,47692
1086,2024,8,Q3,Supra,2.0,Sports,298666,10,268799,49,2,24,Balanced,164266,134399
1087,2024,8,Q3,Supra,3.0,Sports,322560,5,306432,43,2,21,Balanced,177408,145152
1088,2024,8,Q3,Supra,A91 Edition,Sports,346453,5,329130,48,1,48,Full,190549,155903
1089,2024,9,Q3,Camry,LE,Sedan,108884,5,103439,54,2,27,Balanced,59886,48997
1090,2024,9,Q3,Camry,SE,Sedan,117595,15,99955,49,1,49,Full,64677,52917
1091,2024,9,Q3,Camry,XLE,Sedan,126306,0,126306,20,1,20,Balanced,69468,56837
1092,2024,9,Q3,Camry,Hybrid LE,Sedan,135017,0,135017,58,3,19,Balanced,74259,60757
1093,2024,9,Q3,Camry,Hybrid XLE,Sedan,143728,0,143728,60,1,60,Full,79050,64677
1094,2024,9,Q3,Corolla,XLI,Sedan,83264,3,80766,5,1,5,Low,45795,37468
1095,2024,9,Q3,Corolla,GLI,Sedan,89926,0,89926,58,1,58,Full,49459,40466
1096,2024,9,Q3,Corolla,SE,Sedan,96587,10,86928,35,1,35,Balanced,53122,43464
1097,2024,9,Q3,Corolla,Hybrid,Sedan,103248,3,100150,22,1,22,Balanced,56786,46461
1098,2024,9,Q3,Land Cruiser,GX,SUV,245524,3,238158,50,1,50,Full,135038,110485
1099,2024,9,Q3,Land Cruiser,VX,SUV,265167,5,251908,29,1,29,Balanced,145841,119325
1100,2024,9,Q3,Land Cruiser,VXR,SUV,284809,0,284809,46,1,46,Full,156644,128164
1101,2024,9,Q3,Land Cruiser,GR Sport,SUV,304450,0,304450,5,1,5,Low,167447,137002
1102,2024,9,Q3,RAV4,LE,SUV,112087,10,100878,32,1,32,Balanced,61647,50439
1103,2024,9,Q3,RAV4,XLE,SUV,121054,10,108948,53,2,26,Balanced,66579,54474
1104,2024,9,Q3,RAV4,Adventure,SUV,130021,0,130021,54,1,54,Full,71511,58509
1105,2024,9,Q3,RAV4,Hybrid,SUV,138988,3,134818,82,2,41,Balanced,76443,62544
1106,2024,9,Q3,Hilux,GL,Pickup,90737,0,90737,51,1,51,Full,49905,40831
1107,2024,9,Q3,Hilux,SR5,Pickup,97996,10,88196,45,2,22,Balanced,53897,44098
1108,2024,9,Q3,Hilux,TRD,Pickup,105255,3,102097,58,1,58,Full,57890,47364
1109,2024,9,Q3,Fortuner,GX,SUV,144112,5,136906,94,2,47,Full,79261,64850
1110,2024,9,Q3,Fortuner,VX,SUV,155641,0,155641,87,2,43,Balanced,85602,70038
1111,2024,9,Q3,Fortuner,TRD Sportivo,SUV,167170,3,162154,68,1,68,Full,91943,75226
1112,2024,9,Q3,Yaris,Y,Hatchback,61914,10,55722,10,1,10,Low,34052,27861
1113,2024,9,Q3,Yaris,Y+,Hatchback,66868,7,62187,43,1,43,Balanced,36777,30090
1114,2024,9,Q3,Yaris,GL,Hatchback,71821,10,64638,59,1,59,Full,39501,32319
1115,2024,9,Q3,Avalon,XLE,Sedan,154787,0,154787,50,1,50,Full,85132,69654
1116,2024,9,Q3,Avalon,Limited,Sedan,167170,0,167170,51,2,25,Balanced,91943,75226
1117,2024,9,Q3,Avalon,Touring,Sedan,179553,0,179553,87,3,29,Balanced,98754,80798
